HLCL-0|keep going if you are scared keep going
HLCL-2309|that night was no different she looked so happy recounting stories of growing up
HLCL-2310|it's always interesting to me to hear her perspective of her childhood
HLCL-2311|you try so many things as a parent I remember how hours after she was born Bill walked around the hospital room with tiny Chelsea in his arms explaining everything to her we didn't want to waste a moment
HLCL-2312|here's what Chelsea talked about at the DNC
HLCL-2313|our weekly trips to the library and church lazy afternoons outside line on the grass and spotting shapes in the clouds playing a game of her invention which dinosaur is the friendliest
HLCL-2314|she says I warned her not to be fooled that even seemingly friendly dinosaurs were still dinosaurs that sounds like me wasting no opportunity to impart some practical advice even an absurd circumstances
HLCL-2315|she talked about her favorite books that we read to her and though she later read by herself and told us all about like the science fantasy a ring
HLCL-2316|in time mostly Chelsea talked about me always being there and how she always knew how much we loved and valued her
HLCL-2317|I cannot express the happiness it brings to hear my daughter say that
HLCL-2318|this was my number one priority everyday of her childhood
HLCL-2319|making sure she knew that nothing was more important than her
HLCL-2320|I worried about this because Bill and I were extremely busy people
HLCL-2321|we worked long hours we travelled frequently in the phone in our house rang constantly often with urgent news
HLCL-2322|it wouldn't be unexpected for a little girl growing up surrounded by all that to feel overlooked
HLCL-2323|over the years I've met politicians kids who say I was pretty lonely I had to compete with the whole world for my parents attention
HLCL-2324|that was the worry that kept me up at night when Chelsea was young I couldn't bear the thought
HLCL-2325|one way we handled that was by not excluding her from our work week
HLCL-2326|issues and politics with her starting from a young age
HLCL-2327|in Her speech at the Democratic National Convention she described how hard it was to see me lose the fight for healthcare reform in 1994 when she was 14
HLCL-2328|she was there to comfort me and help provide diversions Watching Pride and Prejudice together
HLCL-2329|for me becoming a mother was the Fulfillment of a long-held dream
HLCL-2330|I love children love just sitting with them and being silly love bringing smiles to their sweet faces if you're ever looking for me at a party you're likely to find me wherever the kids are
HLCL-2331|before I even met my husband and thought about starting a family I was a lawyer and advocate for children
HLCL-2332|when Bill and I learned that we were going to be parents we were ecstatic we jumped around our kitchen like we were kids ourselves
HLCL-2333|getting pregnant was not easy for me but pregnancy itself was blessedly uneventful
HLCL-2334|Chelsea arrived three weeks early I was drugged and taken more than ready to meet my little one
HLCL-2335|neither build a bit whether the baby was a boy or girl
HLCL-2336|but when the doctor said it's a girl I felt so happy it was like a Sunburst beaming out of my chest a girl
HLCL-2337|I hadn't realized how much I wanted a daughter until she arrived she was a wish so secret I didn't even know that I had wished it
HLCL-2338|then she was here and I knew she was what I always wanted
HLCL-2339|if we had a son I'm sure I would have been just as over the moon
HLCL-2340|I would have realized it once that I had always wanted a sweet little boy to raise into a strong and caring man
HLCL-2341|but that's not what happened we had a daughter and not just any daughter but someone who brought such joy and love into our lives it felt like fate it was a greatest thing that ever happened to me by a mile
HLCL-2342|there's just something about daughters from the very beginning I felt a rush of wisdom that I wanted to impart to her about Womanhood how to be brave how to build real confidence and fake it when you have to how to respect yourself without taking yourself too seriously How To Love Yourself or at least try to and never stop trying to love others generously and courageously how to be strong but gentle
HLCL-2343|how to decide whose opinion to value and whose to disregard quietly how to believe in yourself even when others don't
HLCL-2344|some of these lessons were hard-won for me
HLCL-2345|I wanted badly to save my daughter the trouble maybe Chelsea could skip all that and arrive more quickly at a place of self-assurance
HLCL-2346|my desire to be the best mother in the world didn't translate into knowledge about how to do it
HLCL-2347|at first I was pretty inept in those early days she wouldn't stop crying I was nearly frantic
HLCL-2348|finally I sat down and tried my best to make eye contact with this squirming infant
HLCL-2349|Chelsea I said firmly this is new for both of us never been a mother before you've never been a baby we're just going to have to help each other do the best we can
HLCL-2350|those weren't magic words that stopped her wailing but they helped if for no other reason than that they reminded me I was completely new at this and should be gentle with myself
HLCL-2351|over the years I've met so many frazzle new mothers who can't figure out how to soothe their babies or get them to nurse or sleep
HLCL-2352|and I see in their eyes that same discombobulation I felt in those early days of Chelsea's life
HLCL-2353|it reminds me all over again how having a newborn is like every switch in your body being flicked on simultaneously
HLCL-2354|your brain becomes a one-track mind is a baby okay is the baby hungry is the baby sleeping is the baby breathing playing on an endless
HLCL-2355|if you're a new mother reading this sleep deprived and semi-coherent maybe wearing a tattered sweatshirt and dreaming of your next shower please know that so many of us have been right where you are
HLCL-2356|you're doing great it'll get easier so just hang in there and maybe ask your partner or Mom or friend to take over for a few hours so you can have that shower and get some sleep
HLCL-2357|Chelsea was born in 1980 a time when opportunities for women were greater than ever before in human history
HLCL-2358|she wouldn't say some of the closed doors I had
HLCL-2359|bill and I were determined that our daughter was never going to hear girls can't do that not if we can help it
HLCL-2360|when I couldn't holding this tiny baby in my arms is how much she would teach me about courage confidence and Grace
HLCL-2361|Chelsea has an inner strength that amazes me she is smart thoughtful observant and even under stress or attack
HLCL-2362|conducts herself with poise and self-possession
HLCL-2363|she is gifted at friendship always eager to meet new people but also comfortable with solitude
HLCL-2364|she trusts her mind and feeds it constantly she stands up for what she believes she is one of the toughest people I know but her toughness is quiet and deliberate easy to underestimate
HLCL-2365|that makes her even more formidable her smile is full of real Joy
HLCL-2366|I'm sure but Chelsea has been Chelsea from the very start
HLCL-2367|I think most parents find that their children are more formed when they arrive than we expect
HLCL-2368|it's like Kahlil Gibran wrote In The Prophet your children are not your children they come through you but not from you
HLCL-2369|you may give them your love but not your thoughts for they have their own thoughts you may strive to be like them but seek not to make them like you
HLCL-2370|for life goes not backward Norterra with yesterday
HLCL-2371|like all moms I wanted to protect Chelsea from illness and injury bullies disappointments and a dangerous world
HLCL-2372|I also had a different set of threats in mind which are particular to the daughters of public figures
HLCL-2373|she grew up on the front page of newspapers she was attacked by right-wing personalities on the radio in mactan television when she was just 13 years old it still makes my blood boil
HLCL-2374|there were plenty of nights when I wondered if we had made a terrible mistake by subjecting her to this life
HLCL-2375|I worried not just that she feels self-conscious but also that she'd become too practiced in the art of putting on a happy face for the cameras
HLCL-2376|I wanted her to have a rich interior life to be sincere and spontaneous to own her feelings not stifle them
HLCL-2377|in short I wanted her to be a real per
HLCL-2378|send with her own identity and interest the only way I knew how to do that was to make her life as normal as possible
HLCL-2379|Chelsea had chores at the White House if she wanted a new book game she had to save her allowance to buy it
HLCL-2380|when she was bratty to accredit an extremely rare occurrence she was chastised and sometimes punished
HLCL-2381|our go-to with no TV or phone privileges for a week
HLCL-2382|but there's a limit to how much you can make life normal for the president's daughter so we also decided to embrace and celebrate the incredible opportunities that her unusual childhood and Adolescence offered
HLCL-2383|she visits overseas with us touring the forbidden city in China riding an elephant in Nepal having conversations with Nelson Mandela
HLCL-2384|she even found herself at 14 discussing One Hundred Years of Solitude with Gabriel Garcia Marquez
HLCL-2385|since you're always been interested in science and health bill made a point of introducing her to just about every scientist and Doctor Who visited the White House
HLCL-2386|she relished these conversations and experiences
HLCL-2387|this is so cool she said the first time we saw Camp David on her first flight on Air Force One when she came along as I led the US delegation to the 1994 Winter Olympics in Norway
HLCL-2388|I watched her the questions she asked her excited Reflections and everything we saw and experienced and was delighted
HLCL-2389|she never grew bored or acted entitled she knew how special it all was
HLCL-2390|perhaps most important to me Chelsea never needed to be reminded to thank everyone who made our lives both extraordinary and ordinary
HLCL-2391|the White House staff her teachers her Secret Service detail her friends parents
HLCL-2392|she treated them all the exact same way even heads of state
HLCL-2393|her gratitude for the people in her life randeep
HLCL-2394|it led to many proud mom moments for me as the kids would say
HLCL-2395|over the years I worried about Chelsea less and less as it became clear I didn't have to
HLCL-2396|I also learn from her more and more
HLCL-2397|and stressful moments she's the calmest person in the room she also sees his every chance to be silly with her friends and now her kids
HLCL-2398|these are the actions of someone who understands that life will throw a lot of challenges your way and you should build up your inner resources of peace and happiness whenever you can
HLCL-2399|and as was particularly evident in the 2016 campaign she's Intrepid
HLCL-2400|Chelsea traveled far and wide campaigning for me and she did it with Aiden who she was still nursing
HLCL-2401|it's like that line from the late and Richards the governor of Texas Ginger Rogers did everything Fred Astaire did just backward heels
HLCL-2402|Chelsea did everything and energetic campaign surrogate would do just with a tiny baby attached to her and all the gear that he required
HLCL-2403|she called me from the road to tell me everything that she was seeing and hearing
HLCL-2404|I'm not sure we're breaking through she said both during the primary and the general
HLCL-2405|it feels really hard to get the facts out
HLCL-2406|her time on the 2016 campaign Trail started with a bang on her very first day when she politely raised questions about Bernie's healthcare plan she has a master's degree in public health and a doctorate in international relations with a focus on public health institutions so she knows what she's talking about she got absolutely
HLCL-2407|I remember our conversation on the phone that night
HLCL-2408|Chelsea was frustrated with herself that our words didn't match what she knew or felt I can empathize
HLCL-2409|she left some people with the impression that she thought Bernie wanted to get rid of all Healthcare
HLCL-2410|notion and of course not what you meant or said
HLCL-2411|she felt awful awful that she had left a false impression about anything with anyone and especially because it was related to something that she understands and cares about deeply
HLCL-2412|I wished I could give her a big hug instead we talked it out
HLCL-2413|our conversation might seem a little different from the average mother-daughter talk but underneath it's a lot like anyone's
HLCL-2414|we started in problem-solving mode
HLCL-2415|we reviewed the policy and how better to talk about the differences between Bernie's plan and mine
HLCL-2416|Chelsea have been right on the specifics that day at that stage in the campaign Bernie's Healthcare Plan called for starting over to get to single-payer which is what she said
HLCL-2417|but we both knew that wasn't going to matter at this point
HLCL-2418|we return to the basics why my plan to improve the Affordable Care Act and at a public option with the right one to get to you
HLCL-2419|reversal coverage as you can tell Chelsea and I are thought Partners on this topic in particular and her approach to thinking through problems and solutions is a lot like mine
HLCL-2420|we recently shared a smile and decide when we heard Bernie called for improving the Affordable Care Act immediately by embracing the approach that I proposed as a candidate a public option in 50 states and lowering the Medicare age to 55
HLCL-2421|we gave ourselves a few minutes to vent about all the time seemed visceral toward me our family and all women stepping out
HLCL-2422|then we switch gears and put the frustrating day behind us we laughed about a photo of Charlotte at ballet class that market sent us we talked about how glad we were that Chelsea passed she was a few months pregnant
HLCL-2423|and we said our I love yous and hung up knowing that tomorrow would be another opportunity to make our case and grateful that we
HLCL-2424|at each other's backs everyday I was humbled by her fear support of me
HLCL-2425|as a candidate I was glad to have her in my corner working diligently to explain important issues and what she believed so deeply in my plans and me
HLCL-2426|and as her mom I was and I'm so proud that she continues to rise above the attacks hurled at her every single day
HLCL-2427|more than anyone else it was Chelsea you helped me see that my stance on same-sex marriage was incompatible with my values and the work I have done in the Senate and at the state department to protect the rights of LGBT people
HLCL-2428|she impressed upon me that I had to endorse marriage equality if I was truly committed to equal human dignity and as soon as I left the state department I did
HLCL-2429|later when I received the endorsement of the Human Rights Campaign I thought of her
HLCL-2430|and it was Chelsea you told me about the zika virus long before it was in the newspapers
HLCL-2431|this is going to be a huge problem she said and she was right we're still not doing enough
HLCL-2432|when Charlotte was born I felt the joy that comes with seeing your child take the great reservoir of love she has and enlarge it to include her own children along with a true partner of her own
HLCL-2433|Mark is a great dad and together they're fantastic parents
HLCL-2434|sometimes Chelsea and I do a dance that I expect is familiar to a lot of new moms and grandmothers out there
HLCL-2435|I'll go put the baby down for a nap or feed the toddler a snack and Chelsea will swoop in Mom that's not the way I do that
HLCL-2436|she can recite the latest American Academy of Pediatrics guidelines on sleep infant feeding and screen time and I get to enjoy the special pleasure that comes from being a grandparent and knowing you don't have to worry about the baby because your child is handling the worrying
HLCL-2437|you can just focus on being the most loving and helpful grandparent you can be
HLCL-2438|Chelsea has been by my side every difficult moment since she arrived on this planet and I've leaned on her more than I ever thought I would
HLCL-2439|lay down election night when it was clear I had lost she was sitting next to me looking at me with a face full of love sending all her considerable strength and Grace toward me as hard as she could
HLCL-2440|as always she helped see me through the darkness
HLCL-2441|I was confident that bill would be great at parenting
HLCL-2442|his father died before bill was born he knew how lucky he was to have this chance that his own father never had
HLCL-2443|still a lot of men are thrilled to be dad's but not so thrilled about all the work that a child requires
HLCL-2444|the writer Kathy Pollard has observed how even the most egalitarian relationships can contort under the strain of child-rearing and all of a sudden the mom is a
HLCL-2445|back to do everything while the dad pictures in here and there
HLCL-2446|she calls it becoming gender Republicans a Nifty phrase if perhaps a little unfair to all the feminist Republicans out there who really do exist
HLCL-2447|I knew that I had energy and devotion 42 if it turned out that bill wasn't a co-equal in the child-raising department but I really hoped that wouldn't happen
HLCL-2448|our marriage had always been a true partnership so he was governor and then president jobs it would seem to be a lot of others if you were the kind of person who acts like that my career was important to me to sew with my time and more broadly my identity
HLCL-2449|I couldn't wait to become a mother but I didn't want to lose everything else about myself in the becoming
HLCL-2450|I was counting on my husband not just to respect that but also to join me and guarding against it
HLCL-2451|was a wonderful thing when Chelsea arrived
HLCL-2452|hunting with characteristic Gusto we arrived at the hospital with Bill clutching the materials from the Lamaze classes we had attended together
HLCL-2453|when it turned out that Chelsea was Bri Chief ought to be in the operating room with me and hold my hand during the C-section
HLCL-2454|Governor came in handy when he has to be the first father ever permitted by that hospital to do so
HLCL-2455|after we brought her home he handled countless midnight feedings and diaper changes we took turns making sure the parade of family and friends who wanted to spend time with Chelsea were looked after
HLCL-2456|as our daughter grew up we both read her goodnight stories we both got to know her teachers and coaches
HLCL-2457|even when Bill became president he rearrange his schedule as much as he could to have dinner with us nearly every night that he was in Washington
HLCL-2458|and when he was somewhere else in the world he'd call Chelsea to talk about her day and go over her homework with her
HLCL-2459|every year our daughter adores her father more and more
HLCL-2460|as she entered adolescence I wondered if that would change it all
HLCL-2461|I remembered how my own somewhat distant from each other once I became a teenager
HLCL-2462|I provoked him with a lot of fiery political arguments
HLCL-2463|he was at a loss to navigate the occasionally stormy seas of teenage girl hoodie
HLCL-2464|would that happen with Chelsea and Bill as it turned out know he lived for their debates the fiercer the better
HLCL-2465|you didn't leave me to deal with the girl stuff heartache self-esteem safety he was right there with us
HLCL-2466|did I handle more of the family responsibilities especially while bill was president of course he was President this was something we talked through before he ran and I was more than up for it
HLCL-2467|but I never felt like I was alone in the work of raising our wonderful daughter
HLCL-2468|it's a busy man who would say otherwise
HLCL-2469|to be a great president but that wouldn't have mattered to him if he wasn't also a great dad
HLCL-2470|everytime I see my husband and daughter laugh over some private joke that only they know every time I overhear a conversation between them two lightning-quick mines testing each other every time I see him look at her with total love and devotion
HLCL-2471|I'm reminded again that I chose exactly the right person to have a family with
HLCL-2472|I don't want to be married just to be married I can't think of anything lonelier than spending the rest of my life with someone I can't talk to or Worse someone I can't be silent with
HLCL-2473|Mary Ann Schaefer my marriage to Bill Clinton was the most consequential decision of my life
HLCL-2474|I said no the first two times he asked me but the third time I said yes
HLCL-2475|and I do it again I hesitated to say yes because I wasn't quite prepared for marriage I hadn't figured out what I wanted my future to be yet
HLCL-2476|and I knew that by marrying bill I would be running straight into a future far more momentous than any other I'd likely
HLCL-2477|he was the most intense brilliant charismatic person I've ever met
HLCL-2478|he dreamt big and was practical and cautious
HLCL-2479|I knew that marrying him would be like hitching a ride on a comet
HLCL-2480|it took me a little while to get brave enough to take the leap
HLCL-2481|we've been married since 1975 we've had many many more happy days than sad or angry
HLCL-2482|we met in the library at Yale law school one evening and started chatting and all these years later that conversation is still going strong
HLCL-2483|there's no one I want to talk to more than him
HLCL-2484|I know some people wonder why we're still together
HLCL-2485|I heard it again in the 2016 campaign that we must have an arrangement
HLCL-2486|we do it's called a marriage that I helped him become president and then stayed so he could help me become president
HLCL-2487|that we lead completely separate lives and it's just a marriage on paper now
HLCL-2488|he is reading this over my shoulder in our kitchen with our dogs underfoot and in a minute he will reorganize our bookshelves for the millionth time which means I will not be able to find any of my books and once I learn the new system he'll just redo it again but I don't mind because he really loves to organize those bookshelves
HLCL-2489|I don't believe our marriage is anyone's business
HLCL-2490|public people should be allowed to have private lives to
HLCL-2491|but I know that a lot of people are genuinely interested
HLCL-2492|maybe you're flat-out perplexed
HLCL-2493|maybe you want to know how this works because you are married would like it to last 40 years or longer and you're looking for perspective
HLCL-2494|I certainly can't fault you on that I don't want to delve into all the details because I really do want to hold on to What's Left of my privacy as much as I can
HLCL-2495|but I will say this has been an extraordinary father to our beloved daughter and exuberant Hands-On grandfather to our two grandchildren
HLCL-2496|I look at Chelsea and Charlotte and Aiden and I think we did this that's a big deal
HLCL-2497|he has been my partner in life and my greatest champion since the moment we met
HLCL-2498|he never once asked me to put my career on hold for his
HLCL-2499|you never once suggested that maybe I shouldn't compete for anything in work or politics because it would interfere with his
HLCL-2500|or Ambitions there were stretches of time in which my husband's job was unquestionably more important than mine and he still didn't play that card
HLCL-2501|I have never felt like anything but an equal
HLCL-2502|his late mother Virginia deserves much of the credit she works hard as a nurse anaesthetist held strong opinions and had an unmatched zest for life
HLCL-2503|as a result still is completely unbothered by having an ambitious opinionated occasionally pushy wife
HLCL-2504|in fact he loves me for it long before I thought of running for public office he was saying you should do it you'd be great at it I'd love to vote for you
HLCL-2505|he helped me believe in this bigger version of myself
HLCL-2506|what's a devoted son-in-law and always made my parents feel welcome in our home
HLCL-2507|toward the end of my mother's life when I wanted her to move into our house in Washington he said yes without has
HLCL-2508|patient do I expected nothing less this meant the world to me
HLCL-2509|I know so many women who are married to men who do they have their good qualities can be solid Moody irritated at small request and generally disappointed with everyone and everything
HLCL-2510|Bill Clinton is the opposite he has a temper but he's never mean any funny friendly unflappable in the face of mishaps and inconveniences and easily delighted by the world
HLCL-2511|remember those balloons at the convention he is fabulous company
HLCL-2512|we certainly had dark days in our marriage you know all about them and please consider for a moment what it would be like for the whole world to know about the worst moments in your relationship
HLCL-2513|there were times that I was deeply unsure about whether our marriage could or should survive
HLCL-2514|but on those days I ask myself the questions that matter most to me
HLCL-2515|do I still love and can I still be in this marriage without becoming unrecognizable to myself Twisted by anger resentment or remoteness
HLCL-2516|the answers were always yes so I kept going
HLCL-2517|our first date we went to the Yale University Art Gallery to see a mark rothko exhibit
HLCL-2518|the building was closed but Bill talked our way in
HLCL-2519|we had the building entirely to ourselves
HLCL-2520|when I think about that afternoon seeing the art hearing the Stillness all around us giddy about this person who might have just met but somehow knew would change my life
HLCL-2521|it still feels magical and I feel happy and lucky all over again
HLCL-2522|I still think he's one of the most handsome men I've ever known I'm proud of him proud of his vast intellect his big heart the contributions he has made to the world
HLCL-2523|I love him with my whole heart that's more than enough to build
HLCL-2524|I looked up at the Blue Sky feeling in fact a burst of energy but mostly feeling my mother's presents remembering why it was that I'd thought I could hike this Trail
HLCL-2525|Cheryl Strayed I met a lot of strong people in my life but no one stronger than my mother
HLCL-2526|people say that about their mothers all the time but consider the life of Dorothy Howell
HLCL-2527|starting when she was three or four her parents would leave her alone all day and their fifth-floor walk-up in Chicago
HLCL-2528|when she got hungry she had to bundle yourself up walk down all those stairs go to a nearby restaurant produce a meal voucher eat and then walk all the way home alone
HLCL-2529|at age 8 she was put on a train headed to California
HLCL-2530|her parents were getting divorced so they sent her and her three-year-old sister to live with their paternal grandparents
HLCL-2531|the little girls made the journey by themselves no adults it took 4 days
HLCL-2532|her grandmother wore long black tutorial dresses her grandfather hardly said a word
HLCL-2533|their rules were incredibly strict when my mother dared to go trick-or-treating when Halloween the punishment was confinement to her bedroom for a full year coming out only to go to school
HLCL-2534|by the time she was 14 my mother couldn't take it anymore she found a job as a housekeeper for a local family she looked after the children in exchange for a place to live
HLCL-2535|house and skirt that she washed every night
HLCL-2536|but the family was kind to her finally a little kindness
HLCL-2537|encouraged her to keep going to high school
HLCL-2538|when Mom educated from high school she moved back to Chicago because her mother sent her a letter suggesting that maybe they could be a family again
HLCL-2539|despite everything she missed her mom and wanted badly to be reunited
HLCL-2540|but when she got there her mother made it clear that what she really wanted was a housekeeper
HLCL-2541|something broke in my mom's heart forever
HLCL-2542|still she was a good daughter and we dutifully visited my grandmother a few times a year
HLCL-2543|small apartment found an office job and met my dad hear autumn
HLCL-2544|they married in 1942 and after WWII had me followed by my two brothers
HLCL-2545|we lived in a house in the suburbs mom a homemaker with a blur of constant energy cooking cleaning hanging laundry doing dishes helping us with our homework and sewing clothes for me
HLCL-2546|when I was in high school she made me a dress with a print of red roses that I thought was the
HLCL-2547|I never seen she loved us intensely and worked hard to make our childhoods meaningful and fun
HLCL-2548|we played a lot of games read lots of books went and talked about everything under the sun
HLCL-2549|back in the day kids and their parents didn't consider each other friends that's not how it worked they were the parents we were the kids
HLCL-2550|but when I look back there was no question that she was my best friend
HLCL-2551|even as a little girl I saw how strong she was she was so confident
HLCL-2552|when Mom said something you knew that she meant it when she told me to stand up for myself with a neighborhood bully I did she was so determined that some of her determination rubbed off on me
HLCL-2553|she was not a huge personality she didn't pound her fist on the table or yell like my dad did that's not how she made her presence known
HLCL-2554|but she knew what she believed she lived her values she would do anything for us and we would do anything for her
HLCL-2555|all of that made her powerful when I got older the full extent of her Loveless lonely childhood hit me
HLCL-2556|I wondered if I could have survived such an ordeal with my spirit and dignity intact
HLCL-2557|she knew that she was worthy of love and decent treatment even though the world told her otherwise for a long time
HLCL-2558|how did she hold onto that self-respect in the face of all that disregard
HLCL-2559|the most important people in our life told her she was nothing
HLCL-2560|how did she know that wasn't true I marveled at the mental strength that must have taken to keep believing that a better day was coming that she would find her place that hard work would see her through
HLCL-2561|that her life had meaning despite how unfair fate had been to her
HLCL-2562|when I became a mother myself and discovered how much patience and resilience it requires I saw my mother's strength in a new way
HLCL-2563|she was raised with such neglect to the extent that she was raised at all
HLCL-2564|how did she learn how to give my brothers and me such a loving and secure childhood
HLCL-2565|we talked about this she said she carefully observed every family she ever met including that family she worked for the fourteen-year-old all those years ago
HLCL-2566|she paid attention to how the parents spoke to each other and to their kids
HLCL-2567|she saw that gentle firmness was possible and that families could actually laugh together and not just sit in Stony silence
HLCL-2568|mostly she figured it out in her own it wasn't hard for her she said she loved us and was so happy to be around us it was easy to show it
HLCL-2569|but I know other people whose parents had cruel childhoods and who internalize that cruelty and dished it out to their own kids later
HLCL-2570|that's how abuse gets passed on to the generations
HLCL-2571|that's probably what happened with my grandmother and fact
HLCL-2572|my mom single-handedly stopped at cycle dead in its tracks
HLCL-2573|in my experience as people get older they start looking after their parents or their parents keep looking after them
HLCL-2574|my parents kept looking after me when they visited they fussed over me did I need a sweater was I hungry I'm generally the one who looks after everyone else so it was very sweet and rather amusing to have the roles reversed
HLCL-2575|we were closed after Bill became governor of Arkansas in 1979 my parents moved to Little Rock
HLCL-2576|dad was retired and they were ready for a new chapter to unfold preferably as near to their beloved baby granddaughter as possible
HLCL-2577|dad died just a few months after Bill became president
HLCL-2578|I begged mom to come live with us in the White House
HLCL-2579|but it wasn't surprising that she said no thank you
HLCL-2580|she was too independent for that she did come visit us for weeks at a time staying in a bedroom on the third floor
HLCL-2581|she even traveled a few times with Bill Chelsea and me on foreign trips
HLCL-2582|after I became a senator and we left the White House move close by to an apartment building in Northwest Washington DC
HLCL-2583|she loved walking around town going to museums and the zoo there free in Washington having dinner with Bill and me a few nights a week and seeing a lot of my brother Tony who lives in Virginia just outside Washington with his wife Megan and my nephew's Zach and Simon and nice Fiona
HLCL-2584|a few years later I asked again and she finally agreed to come live with Bill and Mae because it was getting too hard for her to live on her own
HLCL-2585|mom had some heart problems which meant that unpacking groceries or folding laundry could leave her Breathless
HLCL-2586|she who was always in ceaseless motion now move gingerly and she worried about injuring herself
HLCL-2587|I was glad that Mom agreed to live with us without my having to fight her on it but I was ready to fight her on it
HLCL-2588|Independence was important but so were her health and safety
HLCL-2589|when she still lived alone there were times I'd be at work in the Senate and realize that I hadn't heard from her all day and panic a little
HLCL-2590|has she Fallen what she okay at our house there were always people around if Mom moved in we wouldn't have to worry as much anymore
HLCL-2591|except it wasn't as easy as that
HLCL-2592|we discovered something many parents and children find out late in life
HLCL-2593|did the balance between them is different once the child is grown in the parent is aging
HLCL-2594|mom didn't want to be mothered she still wanted to mother
HLCL-2595|I didn't want to encroach on our independence and dignity the thought horrified me but I also wanted to be straightforward with her about what I thought she could and couldn't do it
HLCL-2596|no more walking down the basement steps alone they were too steep she would fall that any restriction and largely ignored my suggestions just as stubborn as she was
HLCL-2597|there was one major fact that kept the balance steady between us I still needed my mother
HLCL-2598|I needed her shoulder to lean on I needed her wisdom and advice
HLCL-2599|I used to come home from a long day in the senate or in 2007 and 2008 from a day on the campaign Trail and slide in next to her at our kitchen table and let all my frustrations and worries Tumblr
HLCL-2600|mostly she just listened when she gave advice it always came down to the same basic idea you know the right thing to do do what's right
HLCL-2601|mom lived with us for five years and I treasured everyday the whole
HLCL-2602|and we did our home was a busy place thanks to her
HLCL-2603|grandson Zac came by after school to see her all the time Tony and Megan Brasi on and Simon over frequently or took Mom back to their home for the weekend she relished her time with them
HLCL-2604|she talked to my brother who lived in Florida every single day sandwich Chelsea not a day went by without a phone call and every week Chelsea and Mark came to see her
HLCL-2605|she Enchanted all our friends several of Chelsea's male friends adopted mom is their mother and was stopped in to check on her and stay for dinner debate or The Sopranos
HLCL-2606|she was good company quick-witted and well-read
HLCL-2607|the day she died at 92 she was halfway through the Mind's Eye by Oliver Sacks
HLCL-2608|we were so lucky to have her with us for so long
HLCL-2609|many of my friends have lost their mothers by then
HLCL-2610|she was mine greeting me every morning and night with a sweet smile and a pat on the hand
HLCL-2611|I never miss a chance to tell her that I loved her
HLCL-2612|the choice to put aside my briefing books for an hour or two so we could watch something on TV she adored Dancing with the Stars or have a late dinner together
HLCL-2613|briefing books could wait this time with Mom was precious
HLCL-2614|I would have given anything to have that kind of time with my dad I wasn't going to let this opportunity Pass Me By
HLCL-2615|I was grateful for her long full life grateful for every moment we shared grateful that I have the means to care for her the way I did and grateful for the deep love she shared with Chelsea and the wise advice she gave her
HLCL-2616|I can't count the number of people across the country I've met who would love nothing more than to have their aging parents living comfortably at home with them but they can't afford it or they don't
HLCL-2617|the room we had the room we could afford it I feel extraordinary lucky for that
HLCL-2618|we didn't leave anything on said between us I feel lucky for that too
HLCL-2619|after mom died even though I was Secretary of State I felt just like a little girl again missing my mother
HLCL-2620|isn't it funny how that happens a British publication once offered a prize for the best definition of a friend among the thousands of answers received were
HLCL-2621|1 * divides grief and whose honesty is inviolable
HLCL-2622|and one who understands our silence
HLCL-2623|the winning definition a friend is the one who comes in when the whole world has gone out
HLCL-2624|bits and pieces magazine every
HLCL-2625|one of these experiences the joys and struggles of marriage motherhood and daughter Hood I have shared with my friends
HLCL-2626|my friends are everything to me some have been by my side since I was 5 I'm still friends with her the first day
HLCL-2627|they seen me at my worst and I've seen them at there's we've been through it all divorces remarriages births of children deaths of parents and spouses
HLCL-2628|some of my closest friends have passed away and I miss them every single day which makes me value the friends who are still with me even more
HLCL-2629|we Saturday each other's Hospital bedsides we've danced at our children's weddings we've drunk good wine and good food gossiped and hides and read books together
HLCL-2630|we have ensured that an indivisible team
HLCL-2631|some of these friends are men and summer women
HLCL-2632|and I want to take a moment to celebrate my male friends
HLCL-2633|and my corner over the years come hell or high water
HLCL-2634|there are some out there who
HLCL-2635|I can't understand that I don't know what I do without the man who challenged me in Courage me hold me to account and make me laugh so hard I can't breathe
HLCL-2636|but my girlfriends my girlfriends are something else entirely
HLCL-2637|in my experience there's a special strength at the heart of friendships between women
HLCL-2638|we get real with each other we talked about raw and painful things
HLCL-2639|we admit to each other insecurities and fears that we sometimes don't admit even to ourselves
HLCL-2640|here's an example I loved motherhood passionately but there were days when it fell there's no other way to say this very very boring
HLCL-2641|I would read the same children's book 20 times in a row and feel myself become dollar
HLCL-2642|my colleagues were doing interesting challenging work and I was at home singing Itsy Bitsy Spider for the millionth time
HLCL-2643|I wondered if I was a monster for feeling this way so I asked my friends their verdict nope just a normal mom
HLCL-2644|when I struggle to get pregnant I talk to my girlfriend's when I talk to my girlfriend's when I lost the 2016 election I talked to my girlfriend's in a particularly open way about how it felt to fail
HLCL-2645|I have never hesitated to be honest with them even if what I had to say was gloomy or blunt
HLCL-2646|they know who I am deep inside so I'm never scared of losing their good opinion
HLCL-2647|there are a lot of people for whom I put on a happy face but not my friends
HLCL-2648|it's bewildering to me when female friendships are depicted in movies or on TV as caddy or undermining
HLCL-2649|I'm sure there are relationships like that
HLCL-2650|but in my experience they're not the norm friendships Between Women provide Solace and understanding in a world that can be really hard on us
HLCL-2651|the pressure to be a perfect wife mother and daughter can be unbearable
